instance,ks-noInit-noLS,ks-noInit-shortLS,ks-noInit-LS,ks-noInit-LSnonPerm,ks-mNEH-noLS,ks-mNEH-shortLS,ks-mNEH-LS,ks-mNEH-LSnonPerm,ks-NEH-noLS,ks-NEH-shortLS,ks-NEH-LS,ks-NEH-LSnonPerm,ks-LK-noLS,ks-LK-shortLS,ks-LK-LS,ks-LK-LSnonPerm,timeMeasure,instanceSet,bufferType,instanceSize
LGF-Leipzig-50-80000-1--maxScore-160000-spanBuf-13989-evaluation,0.901960817647339,0.932755459542532,0.919374700770937,0.773470794712022,0.885972263630557,0.67890609610223,0.627644797117117,0.673004257685606,0.880140842990301,0.694456763644687,0.656955592228641,0.607977704526055,1,0.652803865322325,0.372756379675226,0.343984489070291,evaluation,Leipzig,spanBuf,small
LGF-Leipzig-50-80000-2--maxScore-160000-interBuf-4608-evaluation,0.917245064581624,0.949438413722793,0.944320860597575,0.813851539962156,0.95413674322704,0.734399083914124,0.66076007554147,0.680483864862753,0.951648735381121,0.751105134796896,0.691550962353019,0.685412371668082,1,0.717450646597244,0.497271401946368,0.517750100966144,evaluation,Leipzig,interBuf,small
LGF-Leipzig-50-80000-2--maxScore-160000-spanBuf-14600-evaluation,0.924076253519342,0.932746964291039,0.911181734938792,0.735265210566496,0.858277241395342,0.605805495482346,0.513805666570969,0.54883877272489,0.848982911673844,0.600577368972141,0.527161926882401,0.534776909669939,1,0.551687669357178,0.324469389814998,0.313804398567211,evaluation,Leipzig,spanBuf,small
LGF-Leipzig-50-80000-3--maxScore-160000-interBuf-2882-evaluation,0.957240097728989,0.980899411974642,0.99049662108907,0.852953058284591,0.980782749754959,0.798864665911019,0.723248042247019,0.713915604906829,0.984483782615092,0.819431308215953,0.732865211604736,0.69294202385266,1,0.765843201427401,0.54214332410044,0.47365978624001,evaluation,Leipzig,interBuf,small
LGF-Leipzig-50-80000-3--maxScore-160000-spanBuf-15715-evaluation,0.926848290770389,0.980849508163981,0.991363480285637,0.866920835409914,0.960319835103533,0.760976243794592,0.6514546161297,0.688374167760482,0.94817624448882,0.773754212213843,0.647104356708147,0.696258236701428,1,0.776695134889282,0.610350416382128,0.586735171767966,evaluation,Leipzig,spanBuf,small
LGF-Berlin-100-80000-1--maxScore-160000-interBuf-14435-bitVector,0.935896920961033,0.961687950898455,0.950220508225952,0.950175160600775,0.98117479717195,1,0.986649119295134,0.955340147137928,0.983750218370411,0.974037836762803,0.962167556019973,0.962706328995293,0.937649822615206,0.984293526108249,0.987252026768921,0.955140941498757,bitVector,Berlin,interBuf,mid
LGF-Berlin-100-80000-1--maxScore-160000-spanBuf-65585-bitVector,0.95940102196221,0.988086939920228,0.994852453023598,0.984914578976368,0.983057483009424,1,0.967432163563589,0.967328313471452,0.969981525668722,0.974365911781941,0.985272205738322,0.970846705770312,0.947062390104276,0.984729459321432,0.982832186286519,0.961330436651494,bitVector,Berlin,spanBuf,mid
LGF-Berlin-100-80000-2--maxScore-160000-interBuf-10772-bitVector,0.929009083219845,0.973904463344367,0.947702123441199,0.915013681129485,0.952633654717629,0.991546262981646,0.999113183569552,0.932808312548752,0.988285823219911,0.98643675470533,1,0.942108036982735,0.91354477421427,0.995447692704639,0.947245759045907,0.898982368769878,bitVector,Berlin,interBuf,mid
LGF-Berlin-100-80000-2--maxScore-160000-spanBuf-57408-bitVector,0.908040902964448,0.938377363984191,0.957648186576244,0.934314060509329,0.982547939715004,0.980738836401107,0.982683165619275,0.905459254233489,1,0.972259893745854,0.979871528429505,0.93100146094447,0.944918590785964,0.975837027898218,0.946055306350631,0.910398219403768,bitVector,Berlin,spanBuf,mid
LGF-Berlin-100-80000-3--maxScore-160000-interBuf-17570-bitVector,0.925986911658351,0.926981164036233,0.978471921419297,0.972114703013242,0.966552002517227,1,0.946278834573271,0.972589908583254,0.991642928288874,0.955398289881132,0.977268736275721,0.92463977912617,0.898135301944281,0.918407275304098,0.945834927107672,0.946470804244214,bitVector,Berlin,interBuf,mid
LGF-Berlin-100-80000-3--maxScore-160000-spanBuf-61596-bitVector,0.970591168344616,0.987334868287815,1,0.976858166955075,0.988141883565751,0.967571670381046,0.998162579531861,0.977095505008373,0.952030805403005,0.99806065925724,0.99498262303249,0.969875200380972,0.934796833793953,0.960259329988417,0.953620563996926,0.957484089234716,bitVector,Berlin,spanBuf,mid
LGF-Berlin-150-80000-1--maxScore-160000-interBuf-12872-bitVector,0.895145630379593,0.960042909987758,0.976691269125637,0.950876678630817,0.99921759465483,0.952162755201252,0.962593792480368,0.947119661754152,0.970914604196665,0.972046645822614,1,0.926499806702985,0.934815300757219,0.962690573929951,0.969643682963116,0.948143400329378,bitVector,Berlin,interBuf,large
LGF-Berlin-150-80000-1--maxScore-160000-spanBuf-59981-bitVector,0.921037886703889,0.978447896501081,0.955266851261956,0.853162265777375,0.957169697880657,0.971388937683697,0.992130916571743,0.905105677482213,0.938330384517177,1,0.969148259957009,0.886960588483501,0.916043129379084,0.995837008035148,0.933214746857564,0.885585359625787,bitVector,Berlin,spanBuf,large
LGF-Berlin-150-80000-2--maxScore-160000-interBuf-13127-bitVector,0.948567269853334,0.955357892905024,0.964488560890646,0.948362212275539,0.998067145470152,0.976268403795742,1,0.968937676632649,0.991528132291059,0.986452551025134,0.978108884923865,0.96512924395661,0.927715741451317,0.956140670148312,0.942783736236809,0.934555272847631,bitVector,Berlin,interBuf,large
LGF-Berlin-150-80000-2--maxScore-160000-spanBuf-59045-bitVector,0.916244577427544,0.964596918133185,0.929643419903707,0.953015429335408,0.980441192004716,0.972537091989456,0.981856911680969,0.969006052279745,0.997796191906047,1,0.966752419425192,0.972329310236907,0.935863657310653,0.958697148586097,0.946604018429445,0.942087377093342,bitVector,Berlin,spanBuf,large
LGF-Berlin-150-80000-3--maxScore-160000-interBuf-9406-bitVector,0.952597342801798,0.975206258477442,0.945169548823839,0.941333078923682,0.94114724926477,0.973544161505885,0.990300272522514,0.936543236505573,0.955741846101518,1,0.986705713017617,0.907595621388663,0.954263670716482,0.993424035904945,0.946051658985985,0.913022262227218,bitVector,Berlin,interBuf,large
