instance,ks-noInit-noLS,ks-noInit-shortLS,ks-noInit-LS,ks-noInit-LSnonPerm,ks-mNEH-noLS,ks-mNEH-shortLS,ks-mNEH-LS,ks-mNEH-LSnonPerm,ks-NEH-noLS,ks-NEH-shortLS,ks-NEH-LS,ks-NEH-LSnonPerm,ks-LK-noLS,ks-LK-shortLS,ks-LK-LS,ks-LK-LSnonPerm,timeMeasure,instanceSet,bufferType,instanceSize
LGF-Leipzig-50-80000-3--maxScore-160000-interBuf-2882-bitVector,0,0,0,0,0.460085413929041,0.155551905387648,0.241787122207622,0.787943495400788,0.43988173455979,0,0,0,0,0.814553219448095,1,0.000164257555847569,bitVector,Leipzig,interBuf,small
LGF-Leipzig-50-80000-3--maxScore-160000-spanBuf-15715-bitVector,0,0,0,0,0,0,0.717737789203085,0,0.472750642673522,0,0,0,0,1,0,0,bitVector,Leipzig,spanBuf,small
LGF-Berlin-100-80000-1--maxScore-160000-interBuf-14435-time,0,0,0,0.673886516168396,0,0,0,0,1,0,0,0.955460646735814,0,0,0.937360178970917,0,time,Berlin,interBuf,mid
LGF-Berlin-100-80000-1--maxScore-160000-spanBuf-65585-time,0.336837124412748,0,0,1,0,0,0,0.613208503734749,0,0.312502112414236,0.570351843715145,0,0,0.299760029742792,0,0,time,Berlin,spanBuf,mid
LGF-Berlin-100-80000-2--maxScore-160000-interBuf-10772-time,0,0.252304804900009,0.125898778802135,1,0.125505662147939,0,0.222744968740886,0.20189710488606,0.123641528336102,0.103655984884031,0.105063596129703,0.090201250364584,0,0.120877030574331,0,0,time,Berlin,interBuf,mid
LGF-Berlin-100-80000-2--maxScore-160000-spanBuf-57408-time,0,0,0,0.512150340209525,0,0.305936566223854,0.423227850379811,0,0,0,0,0,0,1,0.283471937214242,0.289160096482701,time,Berlin,spanBuf,mid
LGF-Berlin-100-80000-3--maxScore-160000-interBuf-17570-time,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,time,Berlin,interBuf,mid
LGF-Berlin-100-80000-3--maxScore-160000-spanBuf-61596-time,0,1,0,0.501253635543075,0,0,0,0,0,0,0,0,0,0,0,0,time,Berlin,spanBuf,mid
LGF-Berlin-150-80000-1--maxScore-160000-interBuf-12872-time,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.236234902124115,0.268693599888935,time,Berlin,interBuf,large
LGF-Berlin-150-80000-1--maxScore-160000-spanBuf-59981-time,0,0.674057274389006,0,0.52528603344391,1,0.315787692099384,0.279906573691693,0,0,0.63909010899736,0.58171416965676,0.317886399025117,0,0.313688985173651,0.628596574368696,0.295308374517636,time,Berlin,spanBuf,large
LGF-Berlin-150-80000-2--maxScore-160000-interBuf-13127-time,0.0760538896132116,0.0760615140632981,0.151772303422616,1,0.150087299953491,0.211243014097608,0.339852238157323,0.0928200553535076,0.374795092903925,0.0672095275128281,0.198655047004735,0.0334408380795535,0.151993412475125,0.0698857094932027,0.0643351098302034,0.0769764480736826,time,Berlin,interBuf,large
LGF-Berlin-150-80000-2--maxScore-160000-spanBuf-59045-time,0,0.216705569250234,0,1,0,0,0.546432233153727,0,0.212888026002923,0.405074060338998,0.175497916712113,0.0340524857660173,0.434676381405292,0,0,0,time,Berlin,spanBuf,large
LGF-Berlin-150-80000-3--maxScore-160000-interBuf-9406-time,0.467280954725564,0,0,1,0.458207310496823,0.213898853485264,0.390096363508476,0,0.458699678788305,0.221893976694567,0.577243206489883,0.201964783944105,0,0,0.203348104382078,0,time,Berlin,interBuf,large
LGF-Berlin-150-80000-3--maxScore-160000-spanBuf-64224-time,0,0.20859705746741,0.208638973886071,1,0,0,0.19910298864065,0.110219222869598,0.206061114138408,0.200653896131114,0,0.110868927358846,0,0.389466403990443,0,0.28681309468919,time,Berlin,spanBuf,large
LGF-Berlin-50-80000-1--maxScore-160000-interBuf-13249-time,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,time,Berlin,interBuf,small
LGF-Berlin-50-80000-1--maxScore-160000-spanBuf-67435-time,0,0,0,1,0.645719189385437,0.620106937751666,0.629876559508878,0,0,0,0,0,0.656412964552115,0.60994125024754,0.639250115519176,0.115057099478513,time,Berlin,spanBuf,small
LGF-Berlin-50-80000-2--maxScore-160000-interBuf-10963-time,0.479011306230454,0.717416406062065,0.473935530430598,1,0.1177050757758,0.417368294443107,0.19102718306471,0.409093095982679,0.234868895838345,0.225426990618235,0.162400769785904,0.332944431080106,0.478193408708202,0.643408708203032,0.467548713014194,0.224837623286024,time,Berlin,interBuf,small
LGF-Berlin-50-80000-2--maxScore-160000-spanBuf-51138-time,0.618119218484257,0.204961214584975,0.206164184676649,0.539241714024971,1,0.703094536856512,0.300721782055004,0.173269174928444,0.598581324926369,0.553117351806528,0.312336665698759,0.174928444020409,0,0.352698386360808,0.2725142074916,0,time,Berlin,spanBuf,small
LGF-Berlin-50-80000-3--maxScore-160000-interBuf-9776-time,0.250213621512943,0.750741392309627,0,0.616913797436544,0.739432018095001,0,0,0.229831615983916,0,0.245790399597889,0.211359638100025,0,1,0.233852726815783,0.422518220658458,0.199497361146017,time,Berlin,interBuf,small
LGF-Berlin-50-80000-3--maxScore-160000-spanBuf-58723-time,0.550966170200985,0,0,0,0,1,0,0,0.535407784729527,0.512430098001217,0,0,0,0,0,0.482088477935883,time,Berlin,spanBuf,small
